UserID,University,StartTime,EndTime
1154,Rice University,12/11/2017,08/02/2019
1154,Dartmouth College,10/05/2017,3/26/2020
1154,Princeton University,11/30/2017,1/24/2018
1156,Pennsylvania State University,11/01/2016,5/14/2019
1159,Texas A&M University,6/18/2016,2/20/2020
1159,Northeastern University,2/18/2017,2/24/2018
1162,Georgia Institute of Technology,1/15/2017,04/09/2020
1162,University of Wisconsin-Madison,12/01/2017,04/06/2019
1165,Princeton University,09/12/2017,12/29/2018
1165,"University of Colorado, Denver",7/22/2016,3/26/2019
1165,Lehigh University,6/16/2017,04/02/2018
1166,North Carolina State University,04/01/2017,4/27/2018
1169,Iowa State University,2/23/2017,09/03/2018
1170,Pennsylvania State University,10/20/2017,8/29/2018
1170,University of Virginia,2/26/2017,10/30/2019
1170,George Washington University,12/30/2017,03/09/2018
1171,Tufts University,1/26/2017,10/03/2019
1171,"The University of Tennessee, Knoxville",1/21/2017,04/02/2020
1171,Indiana University Bloomington,11/30/2017,2/16/2019
1172,The Katz School at Yeshiva University,07/02/2016,07/08/2018
1174,The University of Arizona,12/28/2016,03/06/2018
1174,Virginia Polytechnic Institute and State University,04/02/2017,7/30/2018
1174,University of Florida,11/26/2016,1/28/2020
1175,University of Hawai,11/07/2017,3/18/2018
1178,Washington State University,12/23/2016,09/03/2019
1180,Carnegie Mellon University,8/21/2016,7/17/2018
1181,Cornell University,8/27/2017,08/04/2018
1182,Wayne State University,8/27/2017,2/20/2020
1182,University of Connecticut,11/25/2016,12/13/2018
1182,University of Miami,12/05/2017,01/10/2020
1183,The University of Arizona,1/18/2017,1/24/2019
1184,Brown University,11/15/2016,3/31/2020
1184,Purdue University,12/03/2016,05/12/2018
1185,Washington State University,11/11/2016,08/03/2019
1185,The New School,6/29/2017,4/16/2019
1187,Purdue University,08/02/2016,08/09/2018
1187,University of Virginia,06/01/2017,2/21/2018
1190,"University of California, Davis",8/28/2016,8/18/2018
1190,Emory University,6/26/2016,07/04/2019
1193,"University of Colorado, Denver",12/18/2017,9/19/2018
1193,University of Minnesota,8/29/2017,1/20/2019
1193,"University of California, Berkeley (UCB)",6/21/2017,2/20/2018
1195,The University of Georgia,12/08/2017,06/06/2019
1196,University of Washington,06/02/2016,8/14/2018
1197,Vanderbilt University,10/04/2016,02/09/2018
1197,University of Oklahoma,4/29/2017,08/03/2018
1202,University of Minnesota,3/14/2017,10/03/2019
1202,Texas A&M University,12/01/2017,10/16/2019
1202,University of Michigan,12/16/2016,04/07/2018
1203,Clark University,7/28/2016,9/19/2019
1203,Virginia Polytechnic Institute and State University,4/13/2017,1/31/2019
1203,"University of Illinois, Chicago (UIC)",03/01/2017,1/27/2018
1206,University of Texas at Austin,2/22/2017,12/27/2019
1207,University of South Florida,11/21/2016,02/11/2020
1207,University of Hawai,11/21/2016,09/06/2018
1207,University of Rochester,02/09/2017,4/15/2019
1210,Vanderbilt University,05/11/2017,1/23/2020
1213,"University of Illinois, Chicago (UIC)",3/28/2017,11/21/2018
1213,Columbia University,12/14/2017,05/04/2018
1213,University of Southern California,9/23/2017,07/08/2018
1214,Massachusets Institute of Technology,05/01/2017,12/13/2018
1216,Johns Hopkins University,12/11/2017,6/14/2018
1216,Yale University,12/31/2016,01/12/2018
1217,University of Pennsylvania,3/20/2017,8/26/2019
1217,Yale University,12/23/2016,3/17/2019
1217,Vanderbilt University,11/13/2017,4/20/2018
1218,Washington State University,10/25/2017,2/17/2018
1218,Johns Hopkins University,02/09/2017,9/22/2018
1219,Brown University,11/29/2016,11/26/2018
1219,Case Western Reserve University,10/18/2016,4/17/2018
1222,Northwestern University,9/13/2016,5/17/2018
1222,Cornell University,5/19/2017,8/16/2018
1222,Stanford University,11/08/2017,9/22/2019
1223,Colorado State University,05/10/2017,11/18/2019
1223,Dartmouth College,10/12/2016,4/16/2020
1223,University of Wisconsin-Madison,9/23/2017,02/07/2018
1225,Brandeis University,10/29/2016,11/23/2019
1225,"University of Maryland, Baltimore County",03/05/2017,11/27/2018
1226,Carnegie Mellon University,8/20/2017,8/13/2019
1226,"University of Illinois, Chicago (UIC)",10/09/2016,12/17/2019
1229,University of Connecticut,06/06/2016,9/29/2019
1232,"University of Colorado, Denver",1/15/2017,07/08/2018
1233,Duke University,5/29/2017,11/28/2018
1233,Virginia Polytechnic Institute and State University,12/20/2017,08/07/2019
1233,Rensselaer Polytechnic University,09/01/2016,5/21/2019
1235,Drexel University,6/14/2017,9/28/2019
1236,"University of California, Riverside",09/04/2016,05/10/2019
1237,Howard University,6/28/2017,1/19/2019
1237,Brandeis University,01/08/2017,08/11/2018
1238,University of Hawai,5/25/2017,07/12/2018
1238,University of Iowa,04/05/2017,04/07/2019
1240,University of Notre Dame,09/04/2016,3/29/2019
1240,The Ohio State University,7/26/2016,11/17/2018
1241,University of Pennsylvania,12/24/2016,10/21/2019
1241,North Carolina State University,12/14/2016,7/14/2018
1241,"University of Maryland, College Park",10/18/2016,08/12/2018
1242,University of Iowa,04/06/2017,7/31/2018
1244,Vanderbilt University,11/03/2017,10/17/2018
1245,University of Southern California,08/08/2016,3/24/2018
1245,Illinois Institute of Technology,5/24/2016,10/16/2018
1245,University of Texas at Austin,08/06/2016,8/22/2019
1246,The New School,11/08/2017,9/25/2019
1246,University of Miami,04/09/2017,3/29/2018
1248,Iowa State University,1/13/2017,03/11/2018
1248,Arizona State University,11/02/2017,5/21/2018
1249,Northwestern University,10/19/2017,12/23/2019
1249,"University of California, Santa Barbara (UCSB)",07/05/2017,6/26/2018
1249,"University of North Carolina, Chapel Hill",1/22/2017,10/17/2019
1251,Vanderbilt University,2/21/2017,9/14/2018
1254,University at Buffalo SUNY,12/23/2017,07/06/2018
1256,University of Chicago,5/26/2017,08/02/2019
1257,"University of Illinois, Chicago (UIC)",7/22/2016,02/08/2019
1259,Wayne State University,07/07/2017,10/01/2018
1259,Indiana University Bloomington,06/06/2016,1/26/2018
1260,The Katz School at Yeshiva University,10/18/2017,01/12/2018
1260,Rice University,8/19/2016,6/15/2019
1260,Arizona State University,10/26/2016,4/18/2018
1262,"University of Illinois, Chicago (UIC)",05/11/2016,11/22/2019
1262,The Ohio State University,10/20/2017,04/05/2020
1263,Brown University,10/11/2017,05/05/2018
1263,The University of Georgia,11/22/2016,12/12/2019
1263,Oregon State University,5/22/2016,12/21/2019
1264,Indiana University Bloomington,5/13/2017,1/20/2018
1266,University of Massachusetts Amherst,12/29/2016,11/15/2019
1266,Rutgers University - New Brunswick,07/02/2016,2/24/2019
1266,Case Western Reserve University,3/22/2017,03/03/2018
1267,The New School,3/17/2017,09/08/2018
1279,Clark University,4/25/2017,3/25/2019
1281,Dartmouth College,12/11/2016,3/20/2018
1281,Tulane University,3/15/2017,3/31/2020
1281,Michigan State University,4/19/2017,8/31/2018
1282,Texas A&M University,9/16/2016,8/31/2018
1282,Arizona State University,12/01/2017,08/07/2018
1285,University of Massachusetts Amherst,5/14/2017,08/11/2019
1285,University of Utah,9/23/2017,2/25/2020
1285,Yale University,12/08/2016,10/03/2019
1289,Tulane University,10/01/2017,4/19/2019
1289,University of Connecticut,6/30/2017,2/15/2018
1289,"University of California, Berkeley (UCB)",5/17/2016,03/08/2020
1294,The University of Georgia,6/27/2017,07/01/2018
1296,Pennsylvania State University,9/30/2016,2/25/2019
1298,Yale University,9/14/2016,11/29/2019
1301,Vanderbilt University,12/29/2017,10/08/2018
1301,Stanford University,11/15/2016,11/29/2019
1301,Rutgers University - New Brunswick,12/18/2016,10/30/2018
1302,North Carolina State University,8/13/2016,11/11/2019
1304,Texas A&M University,12/14/2017,8/17/2018
1304,"University of California, Los Angeles (UCLA)",12/15/2016,11/18/2019
1304,Boston College,12/28/2016,01/08/2018
1306,Georgia Institute of Technology,5/16/2017,2/13/2019
1308,Columbia University,10/19/2017,11/04/2019
1310,Drexel University,08/08/2016,11/25/2018
1311,Illinois Institute of Technology,04/02/2017,04/01/2020
1311,Massachusets Institute of Technology,4/17/2017,12/22/2019
1311,Boston College,4/19/2017,9/28/2018
1316,University of Connecticut,9/16/2016,4/20/2020
1317,University of Rochester,06/10/2016,02/03/2018
1317,"University of California, Berkeley (UCB)",4/29/2016,04/03/2020
1318,"University of California, San Diego (UCSD)",3/18/2017,5/14/2018
1318,University of Connecticut,09/08/2016,4/23/2019
1321,Massachusets Institute of Technology,3/19/2017,4/18/2019
1321,Oregon State University,03/11/2017,04/07/2019
1321,"University of California, Santa Cruz",03/05/2017,11/20/2018
1324,University of Notre Dame,03/11/2017,7/19/2018
1325,"University of Maryland, College Park",8/27/2017,10/11/2018
1325,Rensselaer Polytechnic University,8/29/2016,12/08/2018
1327,Oregon State University,09/05/2017,11/08/2018
1328,California Institute of Technology (Caltech),1/29/2017,9/24/2019
1328,University of Vermont,10/06/2016,01/08/2019
1333,University of Washington,11/20/2016,02/07/2019
1333,Emory University,1/29/2017,2/15/2018
1333,University of Utah,5/18/2017,08/02/2019
1335,Tulane University,9/18/2016,2/27/2020
1339,"University of Maryland, Baltimore County",3/25/2017,05/11/2019
1345,Johns Hopkins University,09/07/2016,3/19/2020
1346,Wake Forest University,07/07/2016,9/27/2019
1346,Tufts University,12/25/2016,1/26/2020
1348,Howard University,06/08/2017,5/18/2018
1348,Iowa State University,11/03/2017,10/14/2018
1350,Northeastern University,12/25/2016,04/04/2018
1352,The University of Arizona,5/25/2017,11/26/2018
1353,University of Delaware,08/04/2017,5/18/2019
1353,University of Massachusetts Amherst,10/14/2016,5/13/2018
1353,Arizona State University,02/06/2017,03/06/2019
1354,Brown University,9/19/2017,3/17/2020
1354,Massachusets Institute of Technology,05/11/2017,11/08/2019
1354,"University of North Carolina, Chapel Hill",01/11/2017,10/12/2018
1356,The University of Arizona,05/10/2017,11/05/2018
1356,Oregon State University,12/01/2017,8/28/2018
1356,University of Hawai,8/21/2016,2/24/2018
1359,"University of California, Berkeley (UCB)",12/17/2016,6/13/2019
1359,Virginia Polytechnic Institute and State University,9/24/2016,10/04/2019
1361,University of South Florida,10/03/2016,2/27/2019
1361,Texas A&M University,5/25/2017,06/02/2019
1365,Arizona State University,7/14/2017,12/20/2019
1365,University of Texas at Austin,2/28/2017,03/11/2020
1365,Tufts University,06/04/2017,03/10/2020
1367,Arizona State University,4/13/2017,2/16/2019
1369,"University of California, Santa Cruz",05/06/2016,03/01/2019
1373,Stanford University,01/05/2017,1/14/2019
1374,"University of California, Irvine",08/05/2017,08/12/2018
1374,Rensselaer Polytechnic University,10/07/2016,12/05/2019
1374,Brandeis University,11/15/2017,7/19/2019
1380,Stanford University,09/10/2017,12/13/2019
1380,"University of California, Santa Cruz",8/21/2017,11/30/2018
1380,"University of California, San Diego (UCSD)",07/05/2016,2/26/2019
1381,University of Connecticut,12/03/2016,07/07/2018
1383,Duke University,10/02/2016,7/15/2019
1385,Northwestern University,05/04/2016,12/29/2019
1385,Drexel University,04/11/2017,9/22/2018
1385,Stanford University,06/02/2016,7/26/2019
1386,University of Massachusetts Amherst,06/11/2017,01/08/2019
1386,University of South Florida,12/27/2017,1/16/2019
1386,Tulane University,05/11/2017,12/28/2018
1388,University of Iowa,6/15/2016,4/14/2020
1388,University of Virginia,12/11/2017,4/29/2019
1391,The University of Georgia,6/29/2017,1/20/2020
1391,The New School,08/11/2016,1/19/2020
1391,"University of California, Los Angeles (UCLA)",8/26/2017,03/05/2018
1392,University of Pennsylvania,5/29/2017,10/26/2019
1393,University at Buffalo SUNY,6/27/2016,3/30/2020
1394,University of Utah,09/05/2017,01/07/2018
1394,Washington State University,10/10/2016,02/09/2019
1396,"University of California, Santa Barbara (UCSB)",10/30/2017,7/22/2018
1396,Vanderbilt University,5/22/2017,2/13/2020
1398,Virginia Polytechnic Institute and State University,07/09/2016,08/09/2019
1399,Brandeis University,6/30/2017,02/07/2020
1399,Northwestern University,11/26/2016,07/01/2018
1399,Purdue University,9/19/2017,1/23/2018
1400,University of Delaware,5/18/2017,01/03/2018
1400,Indiana University Bloomington,12/05/2017,06/03/2018
1400,Purdue University,03/11/2017,05/03/2019
1401,California Institute of Technology (Caltech),06/01/2017,3/23/2019
1401,The Ohio State University,9/13/2017,2/17/2020
1401,"University of Colorado, Denver",11/22/2016,2/27/2019
1403,University of Washington,10/02/2017,02/02/2019
1407,The Ohio State University,6/22/2017,12/15/2019
1411,Washington State University,06/06/2016,1/24/2020
1414,"University of Colorado, Denver",5/18/2017,04/06/2019
1414,"University of North Carolina, Chapel Hill",02/08/2017,3/31/2018
1414,University of Texas at Austin,05/03/2017,2/21/2018
1415,University of New Mexico,7/13/2017,3/18/2020
1419,Stanford University,2/22/2017,5/23/2018
1419,Howard University,5/15/2017,11/14/2018
1421,"University of Illinois, Chicago (UIC)",4/26/2017,9/30/2018
1421,University of Pittsburgh,12/15/2017,2/20/2020
1423,Cornell University,03/08/2017,6/20/2019
1428,Washington State University,8/28/2017,4/13/2019
1430,University of South Florida,7/21/2017,05/05/2018
1430,The Katz School at Yeshiva University,12/14/2016,11/29/2018
1432,University of Texas at Austin,5/21/2017,3/17/2020
1435,North Carolina State University,08/01/2017,03/10/2020
1436,"University of Illinois, Chicago (UIC)",10/28/2016,10/27/2019
1436,Iowa State University,08/01/2016,08/09/2018
1437,Indiana University Bloomington,7/13/2017,11/10/2019
1437,Colorado State University,1/29/2017,4/21/2018
1438,Emory University,05/04/2016,08/11/2019
1440,University of Pittsburgh,1/23/2017,09/10/2018
1443,University at Buffalo SUNY,9/27/2016,01/11/2018
1443,University of Southern California,07/09/2017,4/28/2019
1443,Wake Forest University,3/13/2017,1/28/2018
1445,Michigan State University,08/06/2016,7/28/2018
1446,Texas A&M University,12/26/2016,2/15/2020
1446,University of Chicago,9/17/2016,11/18/2018
1446,"University of California, Irvine",5/26/2017,7/22/2019
1450,University of South Florida,5/29/2016,07/06/2019
1450,University of Miami,10/17/2016,04/08/2019
1451,"The University of Tennessee, Knoxville",3/23/2017,5/21/2018
1451,Arizona State University,9/18/2016,3/26/2018
1451,University of Colorado Boulder,6/15/2016,01/08/2018
1453,University of Pennsylvania,5/15/2016,4/26/2018
1454,University of Chicago,11/20/2017,07/03/2019
1455,The University of Georgia,06/11/2017,3/18/2018
1457,Dartmouth College,06/09/2017,09/02/2019
1457,University of New Mexico,10/22/2016,07/06/2018
1460,"University of California, Berkeley (UCB)",04/11/2017,08/10/2018
1460,University of Notre Dame,12/27/2017,9/21/2019
1461,"University of California, Riverside",5/20/2017,05/01/2018
1464,University of South Florida,12/10/2016,06/01/2018
1464,Columbia University,05/06/2017,01/04/2018
1465,Duke University,12/22/2016,06/11/2018
1466,Howard University,06/07/2017,8/26/2019
1466,The Katz School at Yeshiva University,05/12/2016,03/03/2018
1467,University of Washington,10/18/2016,6/23/2018
1467,New York University,11/18/2016,07/11/2019
1469,George Washington University,2/21/2017,10/20/2019
1469,"University of California, Irvine",5/19/2016,3/13/2018
1469,"University of California, Los Angeles (UCLA)",8/28/2016,9/13/2019
1470,"The University of Tennessee, Knoxville",12/11/2016,3/28/2020
1470,University of Southern California,6/24/2016,9/27/2019
1470,Illinois Institute of Technology,6/17/2017,06/10/2019
1471,The Katz School at Yeshiva University,1/17/2017,12/17/2018
1472,"University of California, Riverside",11/11/2016,05/04/2019
1472,Brown University,5/17/2016,4/19/2020
1473,University of Texas Dallas,6/25/2017,08/09/2019
1473,Northwestern University,03/12/2017,01/01/2019
1475,Arizona State University,10/02/2016,7/26/2019
1475,Indiana University Bloomington,5/23/2017,04/07/2020
1476,Boston College,04/05/2017,8/31/2019
1476,Drexel University,4/15/2017,02/08/2020
1476,University of Miami,8/18/2017,11/10/2019
1477,Brown University,07/10/2017,10/09/2018
1477,Case Western Reserve University,6/29/2016,05/10/2018
1477,The University of Georgia,09/06/2016,11/08/2019
1478,The New School,7/21/2016,11/16/2019
1478,The Ohio State University,06/10/2016,03/06/2018
1479,Illinois Institute of Technology,09/08/2017,6/25/2019
1483,"University of Colorado, Denver",09/01/2016,2/20/2018
1483,Brown University,4/28/2016,4/15/2018
1484,Indiana University Bloomington,12/20/2016,6/24/2018
1487,University of Delaware,06/05/2017,11/14/2018
1487,Texas A&M University,08/05/2017,6/27/2019
1487,"University of California, Davis",1/20/2017,4/14/2020
1488,University of Wisconsin-Madison,11/06/2017,05/06/2019
1490,University of Pennsylvania,11/13/2016,02/03/2019
1490,"University of Maryland, College Park",9/13/2016,04/07/2018
1490,Colorado State University,06/02/2016,5/27/2018
1491,"University of California, Santa Cruz",03/02/2017,1/18/2019
1491,Emory University,11/09/2017,09/08/2018
1491,University of Wisconsin-Madison,12/24/2016,06/11/2018
1492,Case Western Reserve University,07/02/2016,1/24/2019
1493,Rutgers University - New Brunswick,12/03/2016,3/20/2019
1494,Vanderbilt University,10/14/2017,1/30/2018
1494,New York University,7/30/2017,10/10/2018
1494,University of Pennsylvania,12/04/2017,03/07/2018
1496,Princeton University,7/29/2017,04/07/2019
1506,The Katz School at Yeshiva University,11/05/2016,03/07/2018
1506,Boston College,12/14/2017,10/07/2019
1506,University of Virginia,8/16/2016,01/02/2020
1509,"University of North Carolina, Chapel Hill",06/01/2016,10/26/2019
1513,Wake Forest University,08/05/2016,12/19/2018
1513,University of Colorado Boulder,11/22/2016,07/10/2019
1513,Vanderbilt University,12/20/2016,11/30/2019
1515,University of Pennsylvania,11/12/2016,10/22/2018
1515,"University of California, Irvine",09/03/2017,05/01/2019
1517,University of Colorado Boulder,11/11/2016,3/25/2019
1519,Virginia Polytechnic Institute and State University,10/28/2016,10/15/2018
1521,University of Pennsylvania,7/17/2016,10/26/2018
1525,University of Texas Dallas,11/02/2016,1/27/2018
1527,University of Texas Dallas,08/01/2016,11/10/2019
1527,Tufts University,05/11/2017,08/09/2019
1528,Drexel University,6/27/2017,10/22/2019
1528,University of Connecticut,4/21/2017,11/13/2019
1528,University of Texas at Austin,11/10/2016,6/16/2019
1531,Arizona State University,3/26/2017,10/30/2018
1531,University of Pittsburgh,3/26/2017,12/25/2018
1531,"University of California, Riverside",07/07/2016,4/21/2019
1532,The New School,6/17/2017,03/02/2018
1533,Drexel University,02/10/2017,10/22/2019
1535,University of South Florida,10/26/2016,12/12/2018
1535,University of Oklahoma,12/05/2017,07/05/2019
1536,Johns Hopkins University,11/01/2017,12/24/2019
1537,Georgetown University,10/13/2017,12/02/2018
1539,University of Iowa,7/25/2016,4/26/2020
1540,Colorado State University,9/17/2017,04/01/2020
1540,The Katz School at Yeshiva University,8/22/2016,10/06/2018
1540,"University of California, Santa Barbara (UCSB)",10/28/2016,04/08/2018
1543,Princeton University,09/12/2017,5/16/2019
1543,Vanderbilt University,3/19/2017,1/27/2018
1544,University of New Mexico,07/07/2017,2/27/2020
1546,University of Iowa,2/20/2017,5/20/2018
1546,"University of Illinois, Chicago (UIC)",11/16/2017,11/24/2019
1546,Texas A&M University,7/31/2016,3/17/2020
1547,Virginia Polytechnic Institute and State University,01/10/2017,11/10/2018
1547,University of Delaware,10/16/2017,08/07/2018
1550,"University of North Carolina, Chapel Hill",07/07/2016,12/25/2019
1550,Washington University in St. Louis,8/23/2016,4/13/2019
1550,The Katz School at Yeshiva University,5/28/2016,1/27/2019
1551,"University of Illinois, Chicago (UIC)",05/03/2016,10/26/2018
1552,Duke University,06/11/2017,10/07/2019
1556,Vanderbilt University,12/29/2016,04/09/2018
1559,Virginia Polytechnic Institute and State University,10/27/2017,1/22/2020
1559,Columbia University,07/02/2016,03/12/2019
1559,University of Colorado Boulder,06/09/2016,06/06/2018
1560,"The University of Tennessee, Knoxville",08/12/2016,12/05/2018
1560,Duke University,5/16/2017,6/23/2018
1562,"University of California, San Diego (UCSD)",4/16/2017,4/27/2018
1565,Georgia Institute of Technology,10/25/2016,04/04/2018
1565,University at Buffalo SUNY,6/18/2016,11/12/2018
1565,University of Wisconsin-Madison,11/30/2016,09/02/2019
1566,Tulane University,09/10/2016,2/21/2020
1568,University of New Mexico,07/12/2017,02/04/2019
1569,Wake Forest University,6/15/2017,07/04/2018
1569,"The University of Tennessee, Knoxville",2/18/2017,2/24/2020
1570,Case Western Reserve University,9/24/2016,10/15/2019
1570,The Ohio State University,8/21/2016,7/23/2018
1570,University of Virginia,10/22/2017,11/09/2018
1572,"University of California, Santa Cruz",7/29/2017,09/06/2019
1572,University of Miami,03/08/2017,12/24/2019
1576,Wake Forest University,10/25/2016,3/30/2018
1576,University of South Florida,9/14/2016,03/01/2019
1579,University of Southern California,08/08/2016,5/30/2019
1579,Rensselaer Polytechnic University,02/12/2017,4/27/2018
1579,University of Wisconsin-Madison,4/30/2016,02/05/2020
1581,Virginia Polytechnic Institute and State University,6/14/2016,10/26/2019
1581,California Institute of Technology (Caltech),12/30/2016,7/28/2018
1582,George Washington University,03/03/2017,12/11/2018
1582,Clark University,05/03/2017,5/21/2019
1582,California Institute of Technology (Caltech),11/30/2016,3/26/2018
1583,University at Buffalo SUNY,9/16/2016,4/19/2018
1583,Emory University,6/17/2016,2/22/2020
1583,Georgia Institute of Technology,06/05/2017,8/22/2018
1584,George Washington University,11/26/2016,06/04/2019
1586,"Stony Brook University, State University of New York",03/03/2017,7/13/2019
1587,Dartmouth College,9/22/2016,11/10/2019
1587,University of New Mexico,05/06/2016,7/15/2019
1587,University of Pittsburgh,4/14/2017,10/14/2018
1588,Harvard University,06/10/2017,11/16/2018
1588,University of Washington,05/03/2016,6/18/2018
1591,The University of Georgia,4/29/2016,02/04/2019
1593,Cornell University,05/09/2016,06/12/2019
1593,Tulane University,12/12/2017,12/15/2019
1593,University of Miami,9/28/2016,8/28/2019
1595,Clark University,11/30/2017,1/13/2018
1596,University of Minnesota,12/23/2017,6/28/2019
1597,Northwestern University,7/22/2017,4/22/2019
1604,Yale University,11/09/2017,5/24/2018
1605,Pennsylvania State University,8/27/2017,9/17/2019
1606,Boston College,10/02/2016,8/13/2018
1607,University of Michigan,5/27/2016,1/15/2018
1607,"University of Maryland, College Park",5/13/2016,12/29/2019
1612,Wake Forest University,7/20/2016,6/30/2018
1612,Boston University,8/22/2016,3/13/2018
1613,Yale University,9/19/2017,03/05/2020
1613,Rice University,05/03/2016,04/11/2018
1613,University of Rochester,07/06/2017,10/05/2018
1614,Massachusets Institute of Technology,3/30/2017,3/25/2019
1614,"University of California, Santa Barbara (UCSB)",07/02/2016,02/11/2020
1615,Wake Forest University,03/07/2017,7/13/2019
1615,Pennsylvania State University,08/12/2016,05/05/2018
1615,Rensselaer Polytechnic University,3/26/2017,01/06/2018
1618,University of Pittsburgh,09/01/2016,4/17/2020
1619,University of South Florida,01/05/2017,4/20/2019
1619,Illinois Institute of Technology,05/10/2017,06/06/2018
1619,Carnegie Mellon University,07/11/2016,10/20/2019
1622,Harvard University,8/24/2017,11/09/2019
1622,"University of Maryland, College Park",10/11/2016,3/13/2019
1623,Columbia University,5/13/2016,2/27/2018
1623,Tulane University,5/16/2016,2/28/2018
1624,Illinois Institute of Technology,12/17/2016,06/02/2018
1625,California Institute of Technology (Caltech),3/22/2017,01/03/2018
1625,Emory University,10/28/2017,05/12/2019
1626,The Katz School at Yeshiva University,5/20/2016,4/16/2020
1627,Iowa State University,10/01/2016,3/29/2019
1629,University of Vermont,03/06/2017,4/26/2018
1629,University of Notre Dame,4/23/2017,6/22/2019
1630,Howard University,10/12/2016,08/05/2018
1633,"University of California, Santa Barbara (UCSB)",5/31/2017,03/03/2020
1636,University of Vermont,8/18/2016,7/22/2019
1642,Texas A&M University,5/29/2017,2/25/2019
1644,University of Pennsylvania,12/12/2017,02/03/2020
1649,University of Massachusetts Amherst,04/04/2017,1/26/2019
1649,University of Notre Dame,12/15/2017,3/27/2018
1650,"University of Colorado, Denver",10/25/2017,11/15/2019
1652,"University of California, Berkeley (UCB)",10/12/2016,2/16/2020
1652,University of Iowa,7/13/2016,7/22/2018
1653,University of South Florida,4/19/2017,1/29/2019
1653,Howard University,11/04/2016,11/12/2018
1654,Vanderbilt University,5/13/2016,6/25/2018
1654,Lehigh University,4/27/2016,6/25/2018
1654,The University of Arizona,6/14/2016,7/18/2019
1656,Wayne State University,10/26/2017,7/17/2019
1656,The New School,12/13/2017,2/23/2019
1656,Stanford University,5/25/2016,6/14/2019
1658,Purdue University,11/08/2016,04/05/2020
1660,University of Connecticut,06/09/2017,04/05/2020
1660,University of Miami,5/24/2017,02/08/2019
1660,University of Texas at Austin,12/17/2017,09/05/2019
1664,University of Virginia,12/20/2016,1/27/2019
1665,Massachusets Institute of Technology,11/01/2017,6/25/2018
1665,University of Hawai,9/16/2016,11/23/2019
1665,"University of California, Davis",11/02/2017,4/30/2018
1667,University of Kansas,07/09/2016,9/29/2019
1669,University of Michigan,4/14/2017,09/04/2018
1670,University of South Florida,07/08/2017,04/01/2018
1670,"University of Colorado, Denver",12/20/2017,6/28/2018
1670,Lehigh University,6/15/2017,3/17/2018
1673,University of Delaware,7/19/2016,04/11/2019
1677,University of Massachusetts Amherst,12/04/2016,07/10/2018
1677,Tufts University,07/02/2017,3/30/2020
1678,Brandeis University,10/02/2016,5/19/2019
1678,Illinois Institute of Technology,5/25/2016,1/21/2020
1678,University of Kansas,10/11/2017,07/10/2018
1679,Iowa State University,05/02/2017,4/19/2018
1679,Northeastern University,3/29/2017,11/22/2018
1682,University of Michigan,2/26/2017,8/20/2018
1683,University of Connecticut,12/29/2017,04/08/2018
1683,"University of Colorado, Denver",12/13/2016,5/20/2018
1685,Boston College,8/16/2017,01/12/2019
1685,California Institute of Technology (Caltech),08/01/2016,6/27/2018
1685,"Stony Brook University, State University of New York",6/22/2016,04/04/2020
1689,George Washington University,12/30/2016,3/27/2018
1693,"University of California, Berkeley (UCB)",3/20/2017,4/20/2018
1696,University of Florida,12/15/2016,5/22/2019
1696,Tulane University,10/29/2017,4/13/2019
1697,Duke University,07/10/2016,12/27/2019
1701,Indiana University Bloomington,1/15/2017,11/28/2019
1703,"University of Illinois, Chicago (UIC)",09/02/2016,08/09/2018
1703,University of Illinois at Urbana-Champaign,6/28/2016,6/21/2018
1703,University of Washington,5/19/2017,12/25/2018
1704,Cornell University,12/16/2016,02/10/2020
1704,Yale University,10/22/2017,2/22/2018
1705,"University of Illinois, Chicago (UIC)",1/19/2017,05/02/2018
1708,University of Kansas,12/05/2016,02/02/2020
1709,University of Utah,10/31/2017,11/06/2019
1710,Virginia Polytechnic Institute and State University,7/20/2017,04/02/2020
1711,Dartmouth College,4/30/2017,4/24/2018
1713,Iowa State University,7/17/2016,2/14/2018
1713,University of Colorado Boulder,10/22/2016,2/16/2018
1713,Illinois Institute of Technology,3/22/2017,12/16/2018
1715,The University of Arizona,10/20/2016,4/26/2020
1716,Texas A&M University,7/24/2016,1/29/2020
1718,University of Minnesota,10/12/2016,4/13/2019
1719,Virginia Polytechnic Institute and State University,4/27/2016,2/24/2019
1719,University of Iowa,4/27/2017,1/14/2020
1719,Tufts University,07/09/2017,10/22/2018
1721,University of Texas at Austin,8/24/2017,12/14/2018
1725,University of Massachusetts Amherst,08/09/2017,08/11/2018
1727,"University of California, Irvine",06/01/2016,12/17/2018
1727,Illinois Institute of Technology,1/18/2017,04/07/2018
1727,Pennsylvania State University,12/15/2016,01/08/2020
1729,University of Colorado Boulder,7/13/2016,1/23/2019
1729,Cornell University,9/22/2016,4/28/2019
1730,Drexel University,11/14/2016,5/16/2019
1732,University of Texas Dallas,08/05/2016,11/27/2019
1732,Howard University,11/05/2017,05/08/2019
1732,The Katz School at Yeshiva University,10/27/2016,05/02/2018
1734,The Katz School at Yeshiva University,6/18/2017,10/05/2018
1734,University of Vermont,07/10/2017,1/15/2019
1734,Indiana University Bloomington,9/16/2016,10/13/2018
1735,Indiana University Bloomington,11/11/2017,02/08/2018
1735,Washington State University,11/18/2017,10/13/2018
1736,"University of California, San Diego (UCSD)",12/05/2016,2/26/2020
