UserID,Workplace,StartTime,EndTime
707,Carrefour,11/12/2016,01/11/2020
710,AECOM,4/19/2017,8/22/2018
710,BuzzFeed,12/25/2017,01/03/2018
711,DynCorp,04/09/2017,04/05/2020
712,Erickson,3/23/2017,07/08/2019
712,21st Century Fox,05/11/2017,07/11/2018
714,Global Print,8/28/2017,6/27/2018
714,Mars,3/20/2017,1/17/2018
714,Demaco,1/31/2017,8/31/2018
717,Biolife Grup,05/05/2016,6/25/2018
717,Amazon.com,12/09/2016,5/24/2019
717,Metro Cash&Carry,11/09/2016,02/07/2019
719,Zepter,7/31/2016,10/22/2019
719,Amazon.com,06/12/2016,9/26/2018
720,Amazon.com,4/20/2017,7/13/2019
720,Metro Cash&Carry,05/01/2016,10/29/2019
720,DynCorp,3/15/2017,06/02/2018
722,AECOM,11/29/2016,5/29/2018
723,AECOM,12/05/2017,5/23/2018
723,ENEL,9/28/2017,1/27/2018
726,Telekom,9/22/2017,5/13/2018
726,Facebook,06/10/2017,09/03/2019
728,Leadertech Consulting,4/21/2017,6/29/2018
728,Danone,1/20/2017,2/24/2019
729,UPC,1/18/2017,10/21/2018
730,Boeing,10/07/2017,06/11/2019
730,Erickson,8/26/2017,08/08/2018
730,Biolife Grup,6/22/2017,02/07/2020
731,Amazon.com,5/27/2017,4/26/2018
731,Telekom,04/10/2017,1/29/2020
734,Erickson,4/22/2017,7/28/2019
735,Biolife Grup,03/04/2017,08/03/2018
739,Demaco,2/18/2017,08/08/2019
742,CarMax,10/03/2017,6/19/2019
742,DynCorp,7/17/2017,10/09/2019
743,ExxonMobil,6/22/2016,8/23/2019
743,Vodafone,10/01/2016,11/02/2019
744,Areon Impex,9/24/2017,9/29/2018
747,Amazon.com,3/24/2017,2/26/2019
748,Comodo,7/19/2016,3/13/2019
748,Vodafone,01/05/2017,8/27/2018
748,Facebook,07/11/2017,04/11/2019
749,Comodo,9/16/2016,4/25/2018
750,CarMax,4/28/2016,7/14/2019
750,ExxonMobil,09/11/2017,03/07/2019
752,Demaco,06/09/2017,02/12/2020
752,Danone,10/13/2017,04/08/2018
755,Coca-Cola Company,10/06/2016,06/04/2019
755,It Smart Group,09/10/2016,11/24/2018
755,UPC,11/25/2017,3/30/2020
756,Erickson,12/27/2016,4/13/2018
758,Metro Cash&Carry,8/18/2017,1/29/2018
759,AECOM,12/05/2016,04/03/2020
760,Areon Impex,03/03/2017,10/29/2019
760,Metro Cash&Carry,9/27/2017,8/13/2019
760,Mars,4/29/2017,11/18/2019
762,Erickson,4/17/2017,8/14/2018
762,UPC,10/09/2017,3/17/2020
765,Areon Impex,8/18/2017,04/08/2018
765,Telekom,5/25/2016,12/15/2019
768,DynCorp,07/04/2017,12/24/2018
769,Amazon.com,10/17/2016,8/31/2018
769,Global Print,07/10/2017,10/20/2018
770,Global Print,7/13/2017,9/14/2019
774,DynCorp,5/15/2017,10/30/2018
774,Mars,10/09/2016,7/15/2019
781,Carrefour,1/26/2017,6/18/2019
781,Danone,7/22/2016,11/10/2018
785,Vodafone,11/16/2016,05/04/2019
785,BuzzFeed,12/08/2016,05/12/2018
785,Demaco,5/22/2016,12/24/2018
786,Demaco,10/11/2017,09/08/2018
787,Metro Cash&Carry,2/28/2017,3/18/2019
790,Coca-Cola Company,12/11/2016,08/04/2019
791,AECOM,8/22/2017,4/25/2019
791,It Smart Group,05/04/2016,02/07/2020
792,Zepter,11/13/2016,12/21/2018
795,21st Century Fox,03/09/2017,11/09/2019
795,Team Guard SRL,06/01/2017,09/04/2019
795,Demaco,10/22/2017,11/04/2019
797,ExxonMobil,09/07/2016,7/29/2019
797,It Smart Group,07/08/2017,12/21/2019
797,CarMax,6/16/2016,03/02/2018
800,Team Guard SRL,01/08/2017,04/03/2019
804,Comodo,12/18/2016,02/01/2020
804,Coca-Cola Company,2/17/2017,8/21/2018
805,Metro Cash&Carry,07/08/2016,1/15/2020
805,DynCorp,03/08/2017,4/26/2019
805,ENEL,12/30/2017,05/11/2018
806,Biolife Grup,12/26/2017,4/15/2018
808,ENEL,09/02/2016,02/02/2020
811,Areon Impex,9/24/2017,1/21/2020
811,Comcast,11/01/2017,1/18/2020
811,Metro Cash&Carry,6/24/2017,06/09/2018
812,ExxonMobil,12/10/2016,11/30/2019
812,Mars,4/28/2017,9/13/2019
812,Facebook,12/02/2017,4/26/2019
813,Areon Impex,3/14/2017,12/27/2018
817,Boeing,05/07/2016,10/15/2019
817,Comodo,06/02/2016,3/24/2020
817,BuzzFeed,03/02/2017,09/02/2019
818,Areon Impex,6/16/2017,2/23/2018
821,Biolife Grup,9/29/2016,05/01/2019
821,Mars,5/17/2016,8/17/2019
822,Boeing,10/31/2017,8/27/2019
822,Danone,11/10/2016,4/16/2020
822,AECOM,6/22/2016,2/23/2020
823,Comcast,09/08/2016,01/02/2019
823,ENEL,12/18/2016,10/26/2018
823,Biolife Grup,04/08/2017,12/10/2018
824,Biolife Grup,08/12/2017,9/18/2018
826,21st Century Fox,08/05/2017,05/03/2018
829,Mars,09/04/2017,02/06/2019
831,Comodo,6/14/2017,09/12/2019
834,Comodo,3/14/2017,02/07/2018
835,Mars,10/05/2017,3/24/2019
837,Erickson,11/30/2017,3/29/2018
837,Danone,7/21/2016,2/28/2019
837,ExxonMobil,10/01/2016,6/21/2019
838,Zepter,8/16/2016,10/11/2018
838,Facebook,2/26/2017,05/03/2018
838,Erickson,3/17/2017,7/22/2018
839,Mars,6/18/2016,11/29/2018
839,21st Century Fox,12/28/2017,11/25/2018
839,Danone,10/02/2016,7/14/2019
842,Biolife Grup,08/01/2017,10/09/2019
843,Coca-Cola Company,02/04/2017,12/25/2018
846,Coca-Cola Company,8/29/2017,01/08/2020
848,Vodafone,10/03/2016,3/22/2019
848,Mars,10/09/2016,09/07/2019
848,ENEL,11/18/2016,11/22/2018
849,Mars,12/25/2017,02/06/2018
850,Comcast,9/25/2017,4/20/2020
850,It Smart Group,3/15/2017,9/21/2018
850,Facebook,8/15/2016,1/14/2019
852,DynCorp,7/27/2016,2/13/2020
852,Leadertech Consulting,5/15/2016,10/19/2019
852,Vodafone,10/05/2017,2/27/2020
854,Apple Inc.,07/04/2017,4/24/2019
857,Amazon.com,9/18/2017,2/18/2019
860,AECOM,10/03/2017,9/14/2019
864,Coca-Cola Company,3/30/2017,12/08/2019
867,Apple Inc.,09/04/2016,7/18/2019
867,Boeing,12/15/2016,7/24/2019
867,CarMax,9/18/2017,11/09/2018
868,Vodafone,9/18/2016,11/15/2018
868,Team Guard SRL,9/21/2016,02/07/2020
869,Erickson,7/19/2017,9/16/2018
869,Comcast,12/13/2017,11/28/2018
869,Coca-Cola Company,12/04/2017,10/11/2019
870,ENEL,9/21/2017,1/22/2019
870,Demaco,6/27/2016,2/17/2018
870,Team Guard SRL,06/09/2016,11/04/2019
871,It Smart Group,12/19/2016,10/24/2019
872,Apple Inc.,08/10/2017,11/02/2018
874,Demaco,7/23/2017,2/22/2020
875,Team Guard SRL,7/22/2017,7/18/2019
877,Apple Inc.,4/21/2017,9/16/2018
883,Biolife Grup,9/17/2017,1/20/2020
883,Vodafone,12/09/2017,04/10/2019
883,Danone,8/19/2016,12/22/2018
886,AECOM,7/20/2017,12/26/2018
886,It Smart Group,8/14/2017,05/12/2018
886,Zepter,5/21/2017,3/17/2019
887,It Smart Group,7/21/2017,11/12/2019
888,Boeing,11/10/2016,11/27/2019
888,Biolife Grup,02/10/2017,10/31/2019
889,Comcast,10/04/2016,02/01/2020
889,Vodafone,4/20/2017,7/18/2019
890,Carrefour,10/21/2017,1/31/2018
890,Mars,12/12/2016,04/04/2020
899,Boeing,9/14/2017,2/17/2019
900,Vodafone,2/26/2017,6/16/2019
900,Telekom,07/06/2017,3/20/2020
901,Areon Impex,8/15/2017,3/20/2018
903,Amazon.com,11/19/2017,8/17/2019
903,21st Century Fox,08/03/2017,1/28/2019
904,ENEL,9/23/2017,2/23/2018
904,Facebook,04/02/2017,08/07/2018
905,Telekom,10/18/2016,04/04/2020
906,Vodafone,11/01/2017,5/30/2019
906,Erickson,09/04/2017,02/06/2019
908,Boeing,7/21/2017,10/09/2018
908,Demaco,8/19/2017,09/01/2018
908,21st Century Fox,06/11/2016,5/16/2018
912,ExxonMobil,06/08/2016,10/27/2019
912,Danone,8/26/2016,3/25/2018
912,Telekom,7/22/2017,01/03/2020
913,Vodafone,8/22/2016,06/01/2019
913,Biolife Grup,08/09/2016,7/26/2019
913,It Smart Group,01/06/2017,10/14/2019
915,DynCorp,01/11/2017,3/15/2018
921,CarMax,11/08/2016,11/09/2018
921,Boeing,10/10/2016,6/17/2019
922,Telekom,4/21/2017,8/21/2019
922,Facebook,11/22/2016,03/03/2020
923,It Smart Group,7/15/2016,3/29/2019
924,Apple Inc.,07/06/2016,7/14/2019
924,Demaco,7/19/2017,10/26/2019
924,Areon Impex,3/16/2017,12/17/2019
925,It Smart Group,10/24/2017,10/31/2018
925,DynCorp,7/31/2017,01/12/2018
925,Apple Inc.,06/03/2017,10/12/2018
926,DynCorp,8/21/2017,02/12/2019
928,Erickson,6/20/2016,7/29/2019
929,Amazon.com,12/03/2017,12/30/2018
930,Facebook,12/12/2016,10/13/2018
930,Biolife Grup,5/13/2016,6/29/2018
930,21st Century Fox,3/23/2017,10/09/2019
932,Carrefour,10/03/2016,1/17/2020
933,Zepter,10/26/2016,11/10/2019
933,Mars,7/25/2017,04/06/2018
933,Metro Cash&Carry,12/26/2017,9/17/2018
936,Boeing,11/01/2017,01/02/2018
938,Areon Impex,4/30/2016,11/19/2018
938,Comcast,9/25/2016,8/15/2019
940,Global Print,8/16/2016,04/08/2019
940,21st Century Fox,03/12/2017,7/18/2018
940,Biolife Grup,5/20/2016,03/12/2018
944,DynCorp,11/17/2016,2/28/2018
944,21st Century Fox,09/12/2017,5/30/2018
944,Leadertech Consulting,02/01/2017,7/13/2018
946,CarMax,10/18/2016,1/18/2018
948,UPC,11/17/2016,5/21/2018
948,Biolife Grup,6/27/2016,4/20/2019
948,Comodo,5/26/2017,01/06/2019
951,Vodafone,10/25/2017,3/27/2018
951,DynCorp,05/04/2017,1/26/2020
951,Erickson,8/29/2017,2/26/2020
952,21st Century Fox,12/06/2016,10/09/2018
953,Danone,5/17/2016,3/31/2019
953,Leadertech Consulting,02/09/2017,04/01/2018
953,Boeing,10/21/2017,8/22/2018
955,Mars,11/30/2016,01/08/2019
957,UPC,08/06/2016,04/04/2019
957,Metro Cash&Carry,3/18/2017,5/28/2018
958,Areon Impex,5/19/2017,09/12/2018
958,Coca-Cola Company,11/03/2016,5/21/2018
960,Global Print,12/24/2016,01/07/2019
960,Erickson,09/02/2016,12/26/2019
960,Danone,02/09/2017,2/27/2018
962,UPC,7/25/2016,3/19/2019
966,Comcast,11/05/2016,12/16/2018
967,Danone,6/21/2017,05/04/2018
967,BuzzFeed,5/18/2016,1/25/2020
967,Comcast,04/06/2017,4/25/2020
968,Comcast,11/08/2017,3/21/2018
969,It Smart Group,1/23/2017,7/28/2018
970,Amazon.com,10/14/2016,1/22/2020
972,21st Century Fox,5/26/2016,02/02/2018
974,Comcast,7/16/2017,08/03/2018
977,Amazon.com,09/01/2017,02/04/2019
977,Mars,12/31/2017,9/27/2018
977,Facebook,4/27/2016,2/17/2018
978,Biolife Grup,04/04/2017,09/03/2019
981,DynCorp,10/07/2017,11/07/2018
984,BuzzFeed,12/17/2016,1/31/2019
984,Vodafone,03/05/2017,10/09/2018
986,21st Century Fox,05/10/2016,07/02/2018
986,Facebook,07/06/2017,4/30/2019
986,BuzzFeed,10/30/2016,01/09/2019
988,Erickson,8/31/2016,12/02/2018
988,Coca-Cola Company,10/18/2017,3/31/2018
988,CarMax,5/23/2017,01/03/2020
990,It Smart Group,03/09/2017,09/05/2018
991,Amazon.com,12/24/2017,08/08/2019
991,Facebook,6/14/2017,11/13/2019
993,Comcast,4/23/2017,10/22/2018
996,AECOM,6/23/2016,03/10/2020
1000,ENEL,8/16/2017,11/11/2019
1000,21st Century Fox,6/18/2017,8/26/2018
1000,Areon Impex,04/01/2017,09/12/2018
1001,Global Print,12/25/2016,3/14/2020
1002,Zepter,07/02/2016,2/17/2020
1002,Mars,02/02/2017,5/24/2019
1003,Team Guard SRL,09/11/2016,3/14/2020
1006,BuzzFeed,11/06/2017,6/22/2019
1007,Demaco,01/09/2017,6/14/2019
1008,Vodafone,9/18/2016,2/13/2020
1010,Facebook,1/18/2017,12/15/2018
1010,Carrefour,9/14/2017,7/31/2019
1011,Amazon.com,2/15/2017,8/17/2019
1015,Comodo,12/23/2016,7/30/2019
1018,Boeing,9/28/2016,7/15/2019
1020,Vodafone,2/18/2017,3/19/2019
1020,DynCorp,4/23/2017,1/22/2018
1021,Carrefour,1/26/2017,02/11/2019
1021,Comodo,6/15/2016,12/03/2019
1021,BuzzFeed,08/09/2016,1/24/2019
1023,Biolife Grup,11/23/2017,10/10/2019
1023,Comodo,10/04/2016,3/26/2018
1023,DynCorp,3/29/2017,11/01/2018
1024,Coca-Cola Company,11/10/2016,02/09/2019
1024,Biolife Grup,8/30/2016,10/10/2019
1025,21st Century Fox,4/26/2017,1/27/2018
1026,Team Guard SRL,4/23/2017,6/15/2018
1026,Apple Inc.,12/20/2016,05/12/2019
1027,It Smart Group,4/29/2017,1/20/2020
1028,Zepter,11/11/2016,04/02/2019
1028,UPC,11/08/2017,10/10/2019
1029,Zepter,10/19/2017,1/21/2020
1029,ExxonMobil,08/01/2016,6/26/2019
1029,Comcast,5/21/2017,07/10/2018
1030,DynCorp,08/04/2017,05/04/2018
1030,Danone,09/01/2017,10/17/2019
1031,Areon Impex,11/29/2016,01/12/2018
1033,ENEL,7/27/2017,8/20/2018
1034,Comodo,11/10/2016,5/24/2018
1038,Amazon.com,11/05/2017,02/09/2018
1038,Metro Cash&Carry,5/18/2017,5/13/2019
1039,Amazon.com,12/07/2017,8/16/2019
1040,Global Print,5/14/2017,5/30/2018
1043,CarMax,09/03/2017,8/17/2019
1043,Demaco,5/30/2017,12/04/2018
1043,Biolife Grup,10/30/2016,3/25/2018
1045,Areon Impex,8/27/2017,03/07/2019
1047,21st Century Fox,4/26/2017,02/01/2018
1047,Team Guard SRL,9/14/2017,1/13/2019
1049,Mars,12/01/2017,3/29/2020
1051,Apple Inc.,10/18/2016,8/26/2018
1054,DynCorp,8/29/2017,11/09/2018
1057,Telekom,06/11/2016,11/28/2018
1059,UPC,03/02/2017,5/14/2018
1060,Amazon.com,2/17/2017,1/30/2018
1063,Comcast,8/23/2017,4/15/2020
1064,ENEL,12/10/2016,01/09/2019
1065,Amazon.com,7/19/2017,3/25/2019
1065,Telekom,12/22/2017,5/18/2019
1065,UPC,12/01/2017,8/14/2019
1066,Demaco,2/26/2017,08/04/2018
1067,DynCorp,11/26/2016,10/02/2018
1069,Zepter,03/10/2017,03/09/2020
1069,Boeing,11/17/2017,10/12/2019
1069,Mars,06/12/2017,12/25/2019
1071,Areon Impex,11/06/2016,05/08/2018
1072,Erickson,4/15/2017,2/22/2020
1073,AECOM,1/19/2017,10/17/2019
1073,21st Century Fox,7/14/2016,01/03/2018
1074,Zepter,9/20/2017,12/09/2019
1074,Global Print,09/07/2017,05/02/2019
1074,Apple Inc.,4/21/2017,12/17/2019
1075,Comodo,12/15/2016,06/10/2019
1076,Danone,07/12/2017,05/05/2018
1077,ENEL,6/30/2017,09/12/2019
1078,Facebook,02/03/2017,06/02/2018
1080,Mars,11/23/2017,03/09/2020
1083,DynCorp,6/23/2017,5/30/2019
1083,ENEL,8/28/2017,9/25/2018
1084,Coca-Cola Company,8/29/2017,08/04/2019
1085,Global Print,01/09/2017,8/17/2019
1085,Amazon.com,3/24/2017,2/28/2020
1085,Team Guard SRL,9/20/2016,11/25/2018
1086,Comcast,11/06/2017,7/29/2019
1087,Comcast,7/16/2017,06/06/2019
1089,Telekom,07/08/2016,11/13/2019
1089,Comodo,12/05/2017,02/03/2020
1089,Global Print,6/13/2017,07/01/2019
1091,UPC,1/17/2017,7/19/2018
1092,Metro Cash&Carry,8/15/2017,5/16/2019
1094,Telekom,12/03/2017,12/04/2018
1096,Coca-Cola Company,03/12/2017,06/12/2019
1101,ExxonMobil,01/03/2017,03/12/2020
1102,Leadertech Consulting,04/08/2017,2/20/2020
1105,Apple Inc.,11/21/2017,5/16/2018
1105,Biolife Grup,5/15/2017,10/28/2018
1105,Vodafone,09/09/2016,10/29/2019
1109,ENEL,12/27/2017,02/04/2019
1109,21st Century Fox,7/28/2017,04/11/2018
1114,Biolife Grup,11/10/2017,6/27/2019
1114,Erickson,08/09/2016,10/05/2019
1117,ENEL,4/28/2016,06/01/2019
1117,Coca-Cola Company,3/30/2017,5/17/2019
1119,UPC,6/28/2017,12/11/2018
1120,CarMax,11/12/2016,4/13/2019
1120,Mars,9/21/2016,5/22/2019
1120,AECOM,01/10/2017,03/07/2019
1121,Coca-Cola Company,07/09/2016,05/08/2019
1123,Vodafone,9/21/2016,5/21/2018
1124,Biolife Grup,10/11/2017,12/15/2018
1124,Telekom,10/14/2017,12/07/2019
1125,UPC,03/03/2017,04/02/2020
1125,Telekom,6/24/2016,5/30/2019
1129,Vodafone,10/16/2017,10/15/2019
1130,Facebook,4/23/2017,10/27/2018
1130,Biolife Grup,07/03/2017,05/11/2018
1130,Erickson,11/10/2017,2/21/2018
1131,ENEL,5/31/2016,12/15/2019
1133,Carrefour,11/21/2017,6/15/2019
1134,BuzzFeed,3/13/2017,8/18/2019
1137,Coca-Cola Company,6/29/2017,7/27/2019
1138,Comodo,7/30/2017,8/30/2018
1143,DynCorp,10/12/2017,3/31/2020
1143,Comodo,9/18/2017,10/12/2018
1143,21st Century Fox,12/22/2016,1/27/2019
1144,Leadertech Consulting,05/01/2016,5/14/2019
1144,UPC,6/17/2017,1/28/2018
1144,ExxonMobil,01/08/2017,2/16/2018
1147,DynCorp,10/25/2016,1/21/2018
1148,UPC,01/12/2017,1/16/2018
1149,Erickson,8/18/2016,1/18/2018
1150,Leadertech Consulting,6/22/2016,4/18/2019
1150,DynCorp,2/24/2017,02/06/2020
1151,Zepter,7/27/2017,4/15/2018
1157,DynCorp,7/27/2017,3/20/2020
1158,BuzzFeed,01/12/2017,12/22/2018
1158,Zepter,2/20/2017,3/21/2018
1159,Amazon.com,03/01/2017,3/15/2019
1161,Metro Cash&Carry,08/02/2016,10/25/2018
1162,Amazon.com,2/22/2017,03/02/2020
1162,Leadertech Consulting,1/21/2017,4/30/2018
1163,21st Century Fox,7/24/2017,12/15/2019
1163,DynCorp,12/12/2016,01/03/2020
1163,Coca-Cola Company,4/19/2017,1/22/2019
1167,AECOM,4/25/2017,07/04/2018
1167,It Smart Group,7/22/2016,07/03/2018
1167,Apple Inc.,6/14/2016,09/12/2018
1169,Telekom,08/09/2017,2/20/2019
1170,Coca-Cola Company,03/02/2017,11/04/2018
1175,BuzzFeed,10/18/2016,05/10/2018
1178,CarMax,05/03/2016,4/17/2019
1178,It Smart Group,04/05/2017,01/10/2018
1178,Zepter,5/27/2016,05/02/2019
1182,Global Print,9/28/2016,07/03/2019
1185,Comcast,2/25/2017,03/03/2019
1186,Vodafone,03/07/2017,12/02/2018
1186,Metro Cash&Carry,6/15/2016,11/01/2019
1187,21st Century Fox,06/07/2016,01/11/2020
1187,ENEL,8/13/2017,12/20/2019
1187,Mars,4/23/2017,12/19/2018
1188,Vodafone,9/24/2017,09/09/2019
1188,Mars,01/09/2017,05/02/2019
1188,Erickson,05/04/2016,3/13/2018
1190,Carrefour,7/26/2017,4/14/2018
1192,Telekom,6/16/2017,01/01/2020
1192,Areon Impex,05/03/2017,7/18/2018
1193,Comcast,12/03/2017,05/05/2019
1194,DynCorp,1/23/2017,5/19/2019
1197,BuzzFeed,07/12/2016,8/29/2018
1197,Metro Cash&Carry,7/31/2016,8/28/2018
1199,Comodo,8/30/2016,03/06/2020
1200,Team Guard SRL,2/13/2017,3/20/2020
1201,Apple Inc.,12/31/2016,12/24/2019
1203,Mars,2/23/2017,5/23/2018
1203,DynCorp,05/06/2016,8/18/2018
1204,CarMax,11/14/2017,10/26/2018
1204,Comodo,11/26/2016,11/04/2019
1204,Zepter,2/27/2017,4/23/2019
1205,Metro Cash&Carry,11/29/2017,07/03/2018
1205,It Smart Group,2/19/2017,06/09/2019
1206,Danone,12/08/2017,07/08/2019
1206,DynCorp,4/30/2016,09/12/2019
1206,Demaco,5/21/2016,1/31/2019
1207,Apple Inc.,7/28/2017,09/02/2019
1207,Metro Cash&Carry,5/31/2016,6/21/2018
1207,Carrefour,03/08/2017,04/02/2019
1208,Metro Cash&Carry,10/13/2016,03/02/2019
1208,ENEL,12/26/2017,12/24/2019
1209,Telekom,5/17/2017,7/27/2019
1210,Erickson,12/23/2016,12/01/2018
1210,Facebook,10/11/2016,12/27/2019
1211,Areon Impex,3/31/2017,5/23/2019
1211,Telekom,6/27/2016,7/24/2019
1211,ExxonMobil,11/15/2016,05/03/2018
1215,Comodo,8/20/2016,1/19/2019
1216,UPC,02/11/2017,04/04/2019
1217,AECOM,9/22/2016,1/31/2018
1218,Areon Impex,09/05/2017,4/28/2019
1218,Boeing,12/23/2016,1/25/2019
1218,Vodafone,11/04/2016,03/01/2019
1219,CarMax,3/21/2017,10/27/2019
1219,Boeing,01/04/2017,8/20/2019
1221,Danone,05/12/2017,4/18/2019
1223,UPC,4/27/2016,09/04/2018
1224,Amazon.com,07/08/2016,04/06/2018
1229,CarMax,07/11/2016,4/17/2019
1230,Comcast,8/21/2016,04/05/2019
1230,AECOM,9/26/2016,02/10/2018
1230,Demaco,8/25/2017,11/08/2018
1235,Vodafone,10/09/2016,04/01/2018
1235,Apple Inc.,03/09/2017,10/11/2019
1238,AECOM,12/08/2017,03/01/2018
1238,Coca-Cola Company,08/08/2016,4/29/2018
1239,Danone,2/25/2017,9/24/2018
1239,Telekom,6/19/2017,3/18/2019
1239,Comcast,12/05/2016,2/14/2020
1240,Team Guard SRL,12/07/2016,05/09/2019
1240,Areon Impex,08/06/2017,4/24/2019
1240,Facebook,08/11/2017,6/15/2019
1244,Demaco,10/27/2016,4/17/2019
1246,AECOM,09/12/2016,06/05/2018
1246,Amazon.com,06/12/2016,2/22/2019
1246,It Smart Group,07/04/2017,2/14/2018
1247,Leadertech Consulting,12/16/2016,8/31/2019
1248,Mars,6/24/2017,01/07/2019
1250,Carrefour,3/22/2017,6/28/2018
1250,AECOM,01/07/2017,1/20/2019
1250,Demaco,4/18/2017,10/28/2018
1252,Zepter,04/03/2017,5/17/2018
1254,Erickson,6/26/2017,3/19/2019
1254,UPC,9/21/2016,3/15/2018
1254,Carrefour,10/02/2016,4/21/2018
1259,Boeing,6/18/2016,10/03/2018
1259,Vodafone,2/18/2017,02/01/2020
1260,It Smart Group,5/23/2016,03/11/2018
1260,21st Century Fox,3/17/2017,1/24/2018
1260,Facebook,11/25/2017,08/07/2018
1261,Danone,01/10/2017,1/21/2019
1262,Metro Cash&Carry,6/30/2017,12/05/2019
1265,Metro Cash&Carry,01/01/2017,02/11/2020
1265,Zepter,12/24/2016,3/14/2018
1268,Amazon.com,5/29/2017,4/15/2019
1269,BuzzFeed,1/26/2017,05/01/2018
1272,Metro Cash&Carry,01/07/2017,7/24/2018
1274,Areon Impex,4/22/2017,10/04/2019
1274,It Smart Group,6/13/2017,2/13/2019
1274,AECOM,5/15/2016,4/16/2019
1275,It Smart Group,6/21/2017,05/05/2019
1277,Telekom,06/01/2017,4/23/2018
1280,Erickson,7/16/2016,3/15/2020
1281,Leadertech Consulting,7/17/2017,4/21/2018
1281,21st Century Fox,07/10/2017,04/03/2020
1283,Global Print,06/06/2016,8/15/2018
1283,Facebook,8/17/2017,8/31/2018
1283,Comodo,12/28/2016,4/18/2020
1284,Zepter,7/20/2017,08/10/2019
1284,Leadertech Consulting,12/23/2016,2/18/2018
1286,Mars,11/24/2017,04/04/2020
1287,DynCorp,8/20/2017,8/21/2019
1287,ENEL,5/29/2017,1/28/2018
1288,21st Century Fox,10/19/2017,9/14/2019
1289,Mars,06/05/2016,09/12/2018
1290,Global Print,05/02/2017,3/13/2018
1293,Telekom,5/17/2017,4/21/2019
1293,DynCorp,11/20/2017,10/19/2018
1294,Areon Impex,10/30/2017,8/31/2018
1294,Comcast,09/05/2017,1/18/2020
1294,Zepter,09/12/2016,08/03/2019
1295,Carrefour,12/14/2017,12/08/2018
1296,Leadertech Consulting,09/03/2016,9/30/2018
1296,21st Century Fox,10/22/2017,12/11/2019
1296,Boeing,11/23/2017,11/10/2019
1297,Biolife Grup,12/11/2016,12/04/2018
1297,Comodo,11/17/2017,10/13/2019
1298,Zepter,9/30/2016,02/02/2019
1298,Biolife Grup,9/27/2017,12/16/2018
1299,Demaco,4/17/2017,6/23/2019
1300,It Smart Group,09/12/2016,12/19/2019
1303,Coca-Cola Company,11/12/2016,06/11/2019
1303,Metro Cash&Carry,10/31/2016,2/26/2018
1303,Comodo,11/02/2016,12/24/2018
1306,Coca-Cola Company,12/13/2017,4/17/2018
1308,Areon Impex,05/01/2016,04/11/2020
1309,Boeing,12/22/2017,5/31/2019
1309,Demaco,11/13/2016,4/29/2018
1310,AECOM,8/20/2017,4/19/2019
1313,Danone,10/11/2017,08/07/2018
1313,Leadertech Consulting,8/30/2016,02/01/2020
1319,Danone,7/15/2016,10/26/2019
1319,Apple Inc.,9/17/2016,03/03/2019
1323,Biolife Grup,09/10/2016,10/04/2018
1324,Areon Impex,6/25/2016,09/05/2019
1325,Amazon.com,10/13/2016,10/06/2019
1328,Danone,08/06/2017,03/04/2020
1329,Telekom,3/15/2017,9/27/2019
1329,Facebook,12/26/2016,11/06/2019
1330,Facebook,12/11/2017,08/10/2019
1333,AECOM,12/17/2016,8/31/2019
1337,Danone,6/15/2016,6/28/2019
1337,Demaco,5/26/2017,2/28/2020
1340,ExxonMobil,7/25/2017,04/02/2018
1341,Areon Impex,1/18/2017,09/06/2019
1342,Vodafone,12/22/2017,7/28/2018
1343,Coca-Cola Company,01/09/2017,08/06/2019
1345,Metro Cash&Carry,05/12/2017,07/12/2019
1346,Carrefour,02/03/2017,03/03/2020
1348,CarMax,9/27/2016,8/16/2019
1350,Areon Impex,3/30/2017,08/03/2019
1350,Team Guard SRL,09/05/2017,11/27/2019
1355,Telekom,8/18/2016,11/27/2019
1355,ENEL,6/15/2016,11/14/2018
1357,Comcast,7/31/2016,01/05/2019
1357,Mars,9/28/2016,02/04/2020
1358,Vodafone,02/06/2017,9/28/2019
1359,DynCorp,05/07/2016,03/09/2020
1361,Metro Cash&Carry,4/24/2017,04/06/2019
1363,Carrefour,10/01/2016,01/09/2020
1363,Erickson,10/11/2017,03/06/2020
1363,Boeing,09/12/2017,1/30/2019
1365,DynCorp,01/10/2017,07/04/2019
1368,Demaco,06/12/2016,12/30/2019
1369,Zepter,8/15/2017,9/13/2019
1372,Amazon.com,7/25/2017,01/07/2020
1373,Global Print,10/25/2016,10/29/2018
1375,Areon Impex,8/29/2017,4/18/2020
1376,UPC,08/08/2016,11/20/2019
1377,Metro Cash&Carry,11/13/2016,12/21/2019
1377,Comodo,11/07/2017,02/08/2018
1377,Amazon.com,09/03/2016,5/22/2019
1380,Comodo,8/31/2017,02/09/2019
1381,Comodo,6/23/2017,3/17/2019
1382,ENEL,2/13/2017,04/05/2020
1382,Telekom,7/24/2017,3/26/2018
1383,Danone,4/22/2017,06/08/2019
1383,ExxonMobil,04/12/2017,11/15/2019
1386,Areon Impex,12/08/2017,03/10/2018
1388,DynCorp,9/30/2016,09/07/2019
1388,It Smart Group,7/13/2016,04/01/2019
1389,Metro Cash&Carry,7/20/2016,7/24/2018
1389,Danone,2/21/2017,9/17/2018
1389,Demaco,12/16/2016,06/06/2018
1391,It Smart Group,3/15/2017,5/18/2019
